no,name,address,review_star,review_text,gu
1177,퐁퐁플라워 가산센터,서울 금천구 벚꽃로 278 롯데아울렛 3층,4.1,사진 왜 블로그 후기 그래도 안된다고 기분 더러워서 안  내부 사장 님 친절해요 다만 맛 그럭저럭  굉장히 넓어서 아이 들 다양하게 놀 거리 많습니다 포토 존 많아서 아이 들 사진 찍기 좋고 특히 트램폴린 타 다가 조명 노래 아이 들 정말 좋아합니다 ,금천구
1178,버거킹 가산이앤씨7점,서울 금천구 디지털로9길 46 이앤씨드림타워7차 101호,2.3,깔끔하고 넓은데 식사 주 문후 한 시간 함 평일 기준 상대 적 주방 생선 성 매우 나쁩니다 음식  시간 이용 시간 연장 가격 대비 퀄리티 시간 연장 비용 음식 값 포함 듯 음식 분 입장 하자 마자 아니면 그냥 시간 연장 권 음식 근처 맛집 다 좋은데 진짜 음식 조리 시간 너무 심합니다 돈까스 떡볶이 쌂아  시간 은 너무하지  넓고 좋아요  사무실 근처 자주 매 장임 근데 오늘 오후  시 때 문 연중 무 휴 로 알 있는데 문 상황 이면 문 이유 그런 것 없었고 헛걸음 헛걸음 내 구독 커피 하나 ,금천구
1179,미스터찜 본점,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 217호,4,지금 일 여자 알바 짜증 대박 때 짜증 있음  콘센트 없어서 아쉽     ,금천구
1180,상아탑분식,서울 금천구 금하로29길 3,3.9,해물찜 소      원 양 새우 마리 게 반 마리 맛 연하고 가격 비쌈 음식 별로 건 다음 안 여자 직원 분 너무 불친절해서 리뷰 볶음밥 자리 만 칼국수 그릇 밀고 있었는데 직원 분 볶음밥 냄비 확 미셔서 손 데 데 말씀 냄비 뜨거우니까 제 냄비 분명 그릇 냄비 멀리 있었는데 본인 미신 건데 제 따가워서 얼굴 얼음 신경 안 심 왼손 겨우 한번 괜찮냐고 안 손가락 부었다고 카운터 얘기 사과 억울해 은 없어요 사장 님 직원 분 사과 퉁 명 죄송해 요하 심 그게 사과 자세 다음 날 물집 그리고 며칠 상태 심각함      사과 제대로 덜     확인 칸막이 물티슈 너무 좋아요  진짜 오래전 부터 여기 학창시절 동 네 사람 들 추억 맛 곳 ,금천구
1181,자작나무카페,서울 금천구 가산로 61 1층,3.6,이 맛있는 집 절대 아님 그러면 맛 없는 집 그것 아님 이 집의 특징 맛    여 년 전과 변함이 없다는것 임 즉 추억 맛임 근데 의외로 함 이 동네 사람 들 그러니까 시흥   동 과   동 토 백이 들 그리고 동일 학교 출신 들 마지막 추억 장소 임 음식 이야기 이 집 가장 맛있는건 무 김치 임 이건 진짜 맛있음 그리고 딸 이쁨 이 노무 지 지배 시집 결론 시흥동 자랑 음식 아니지만 시흥동 야할 음식 것  마 복림 떡볶이 자극 적 맛 기대하고 백퍼 실망함 이 판밀떡 말 거림 자극 적 국물 슬슬 조려 지면 무 김치 매력 포 제발 특징 좀 어느 정도 숙지 방문 평점 옛날 즉석 떡볶이 맛 이 집 재생 없다고 생각 함 누가 끝판 왕 말 조심스럽지만 나 여러 모로 제일 맛있는 즉석 떡볶이 집 곁 무 김치 볶음밥 정말 예술 그리고 적절한 친절하 손님 마음 편하게     ,금천구
1182,은행나무갈매기 본점,서울 금천구 금하로 678,2.7,    공간 넓어서 좋아요  그냥 가성 비 좋다 이 거 뿐입니다 맛 그냥 저 맛 기대하고 가면 안됩니다 가격 착할 뿐 그 이상 그이 아님   냉면 그나마 괜찮았는데 양   인분 ,금천구
1183,커피오스,서울 금천구 가산디지털1로 5 대륭테크노타운20차 112호,5,여러 번 맛있는지는 단체 때 둘 때 고기 질김 다릅니다 딱 그리고 종업원 불친절  여기 정말 맛있어요  커피 맛 너무 좋았습니다 케잌 평타 이상 ,금천구
1184,송주불냉면 독산본점,서울 금천구 시흥대로138길 29,4.1,바닐라 라떼 성수   타로 인정      본점 그런지 진짜 맛있어요 일 분 들 친절하시고 고양이 들 너무 귀여워서 냉면 고양이 맛 쏠쏠   매운 거 편   단계 괴로워서   단계 매운 맛 것 추천 ,금천구
1185,명가네삼겹살,서울 금천구 가산디지털1로 186 제이플라츠 지하1층 B112호,3.5,와우 지금 불냉 물냉   단계 일단 매 움 근데 쫄면 맛있고 만두 완전 촉촉하니 냉면 때 여기  불 냉면 물냉면 맛있었어요 근데 가게 안 고양이 안  육회 비빔밥 별로 콩나물 계란 국    진국사 장님 친절 ,금천구
1186,햇빛촌순대국,서울 금천구 벚꽃로38길 32-39 1층,3.4,맛있게 삼겹살 굿  진짜 맛있습니다 김치 꼭  두 번 다시 가기 싫다 ,금천구
1188,프랑세즈과자점,서울 금천구 남부순환로 1392,3.8,영업 안해      순 대국 안 보고 전골 그 런가 그냥 아주 평범했다 그냥 니 맛 내 맛 없는 그냥 그런 근데 주인 아주머니 너무 친절하셨어서 가산 점 너었다  그동안 빵 자주 좀 의심스러운 정황 실수 생각 그래도 좀 찜찜하기에 빈도 얼마 전 동일한 의심스러운 상황 또   번은 실수   번은 실수 보기 어려운거 아닌가 내 자주 것 아닌데 그래서   점 ,금천구
1189,할리스 가산디지털단지점,서울 금천구 가산디지털1로 186 제이플라츠 1층,3,    샐러드 가성 비 미쳤네요 이 가격 이 구성    견과류 통 야채 들 싱싱하구요 파프리카 치즈 버섯 따로 소 포장 너무 맛있어요 자주  딸기 ,금천구
1190,강촌식당 독산점,서울 금천구 두산로 70 현대지식산업센터 107호,3.5,딸기 음료 맛있네요  남사 장 불친절     ,금천구
1191,불불,서울 금천구 범안로 1240,4.9,동네 편하게 먹기 괜찮은 수준 닭갈비 집      완전 맛있어요 위치 조금 헷갈렸지만 내부 분위기 음식 들 제 취향 입니다    ,금천구
1192,한우마당 가산점,서울 금천구 벚꽃로 298 대륭포스트타워6차 지하1층 109호,4.4,동네 이런 와인 집 있다는게 너무 기쁩니다 자주 오지 못 때 기억 반갑게 맞이 시간 점점 공간 함께 보이 주시 음식 들 모든 것 사 장님 들 정성 진지함이  더 자주 멀어서 정말 아쉬운 곳     맛있고 좋은 고기 것 같다 근데 손님 직접 시스템 좀 느려 짐   ,금천구
1193,빅터스버거,서울 금천구 시흥대로 291 금천롯데캐슬골드파크3차 상가 1층 126호,4.2,가성 비 좋습니다 숯불 아니구요 저렴한 가격 양 많습니다 소고기 품질 보통 이상 입니다  오픈 때 단골 항상 친절하시고 고기 맛있게 물론 고기 질도 좋구요 점심 메뉴 육회 비빔밥 굿 입니다 앞 더 자주    패티 없이 맛있고 버거 빵 감 최고 음료 리필 안 좀 아쉽 ,금천구
1194,예원 가산점,서울 금천구 가산디지털1로 145 에이스하이엔드타워3차 203호,3.6,맛있습니다  위생 좀 신경 담배 그냥 음식    양도 많고 맛 너무 맛있어서 다 좋아했습니다 담 점심 초저녁 회식 ,금천구
1195,속초오징어어시장 석수역점,서울 금천구 시흥대로 6,5,탕수육 맛있어요  인간 적 불어 면 어떻게 서비스 합 퉁퉁 불 자장면 가세  월  일 수요일 오후  시   분 방문 점심 내내 대기 면 위 짜장 소스 듯 힘들며 젓가락 때 면 무더기 가위 질 불 면 화가 남 기본 안 있으면서 소상 공인 어렵다는 이야기 맙시  대 방어 굳 광어 우럭 연어 굳해 물라 베리 굳 사장 님 애견 인 동반 가능 ,금천구
1196,스타벅스 독산역점,서울 금천구 가산디지털1로 16,5,맛있어요 광어 항상 맛있고 도다리 세 꼬시 알밥 칼국수 맛있음 날 칼국수 더 맛있게 전어 세 꼬 시가 없어서 아쉽 다음 오징어 도전  회도 싱싱하고 가득 물회 양념 맛있네요 여름 계속 것 같은 맛 입니다  직원 들 너무 착해 천사 요즘 인기 많은지 사람 너무 많고 시끄러워서 공부 이 들 ,금천구
1197,탁초밥,서울 금천구 독산로74길 16,4.3,평상시 한가하다가 평일     시 가 주변 직장인 들 우루루 대기 기본   분 임그래도 새로 깔끔하고 직원 분 친절해서 너무 좋아요  최근 새로 오픈 지역 특성 매번 한가한 편입 니 좌석 편하고 배치 좋아서 차마 시기 좋습니다 무엇 직원 들 매우 친절하네요     ,금천구
1198,오치생참치,서울 금천구 가산디지털1로 128 STX-V타워 지하 1층 B134호,3.4,두껍지만  오 여기 진짜 괜찮아요  이 금액 이면 다른 데 게 개비 추 ,금천구
1199,산들애밥상,서울 금천구 독산로 178-1,3.1,사장 님 친절하십니다 난국 죽 메뉴 중 국 메뉴 생 참치 아니고 저 다른 참치 집 맛있는지는 전 참치 엄청 좋아하는데 제 입맛 좀 비렸습니다      식당 낡고 메인 메뉴 맛 그닥 심심한 맛 ,금천구
1200,고기싸롱 독산점,서울 금천구 독산로 176,4.8,    아내 매주 토요일 점심 맛집 오랜 만 금천구 맛집 발견 재료 너무 신선하고 강하지 양념 입안 자연 맛 강추  다 좋은데 제발 대기 곳 담배 좀 못 고기 채소 상태 좋고 직원 들 친절하고 가성 비 최고다 냉면 찌개 같은 부대 메뉴 좀 아쉽  드뎌 울 동네 고기 롱 원하는 부위 별로 원 없이 있고 버섯 함께 있어서 만족 입니다 사이드 준비 샐러드 튀김 쫄면 떡볶이 등등 모두 맛있었어요 ,금천구
1201,진미평양냉면,서울 강남구 학동로 305-3 정각빌딩 1층,3.7,정말 정말 정맣 좋아하는 곳 멜로 체질 알 곳 제일 좋아하는 평냉집      나 좋았다 어복쟁반 맛있고 유명한 집 번 쯤 방문 것 괜찮을듯 나 또 가야 쇠주 잔 평냉 워낙 사람 들 입맛 달라 이  어복쟁 육수 야채 리필 만두 반 접시 평냉 ,강남구
1202,중앙해장,서울 강남구 영동대로86길 17 육인빌딩 1층,3.9,맛있는데 테이블 호출 벨 없는게 너무 아쉬워요    모든 직원 분들 분주하셔서 뭐 필요한거 있을 때 주문 하 거나 제공 너무 힘들어요   구석 날 볶음밥 한번 진짜 힘들어요  개운하고 얼큰한 곱창전골 점원 너무 바쁘고 이해 수 없는 한국어 해 힘들다     ,강남구
1203,스케줄 청담,서울 강남구 선릉로152길 37 1층,3.4,어플 예약 방문 대부분 직원 들 마스크 착용 안 있었고   번의 주문 누락 이해 정장 자켓   층 직원 분 불친절 인해 즐거움 싹 채 결제 영수증 기본 아닌가요 영수증 달라 똥 표정 영수증   만원 이상 영수증 아까우셨나요 저 서비스업 쪽 일 사람 일 땐 기본 서비스 마인드 일 사람 입니다 사람 그러는 일 그렇게 좋겠구요 기계 오류로 주문 안 재차 확인 지배인 분들 아닌가요 답답해서 몇번 재 주문 불구 누락 거 덕분 파스타 잘 김치볶음밥 맛있지 인터넷 맛있다곤 같 이간 사람 들 전 별루 곳   위 으 휴  문어 진짜 맛있었음 분위기 짱 좋음   월  월 리뷰 냄새 킁킁 저 회사 근처 가끔 생 각 맛 있고 생 각 불친절하지     ,강남구
1204,꽁티드툴레아 도산점,서울 강남구 도산대로49길 39 1층,3.3,김치볶음밥 평범했고 파스타 평균 이하 음식 와인 모두 가격 정말 너무합니다 주말 그런지 가게 작아서 복잡하고 시끄럽네요    맛있고 분위기 좋아요 아메리카노 맛 요 브런치 카페  가격 양 진짜 개 작고 뇨끼 맛 미안합니다 그리고 저녁 술 꼭 아메리카노 안되나여   개인 적 많이 아쉬운 곳 입니다 분위기 진짜 조아여 ,강남구
1205,뱃고동,서울 강남구 언주로172길 54 지하 1층,3.5,오징어 튀김 진심 맛있어요     입구 문안 매우 추워요  기대 안 그 런가 괜찮았어요 오징어 통통하고 쫀득 실했어요 너무 매콤 좋았습니다 소면 추가 꼭 볶음밥 꼭   압구정 마땅히 없었는데 맘  운 좋게 웨이 팅 안해 그런지 너무 너무 너무 맛있게    밥 도둑 압구정 이런 가성 비 찾기 힘들다고 생각 옛날 엄마 오징어 볶음 맛 오징어 튀김 꼭 야합니다 ,강남구
1206,팀호완 삼성점,서울 강남구 봉은사로86길 30 1층,3.5,맛 비싸고 양적 어 웨이 팅 장난 아님 예 약 꼭      메뉴 전체 적 평타 곳 딤섬 때 종종 ,강남구
1207,뽕나무쟁이 선릉본점,서울 강남구 역삼로65길 31,4.1,    제 인생 최고 족발 집 입니다 반반하세요 양념 기본 진짜 잇몸  포장 바로 아닌지 같이 사람 들 모두 이틀 내내 배탈    ,강남구
1208,까폼 본점,서울 강남구 선릉로153길 18 지하1층,4.2,    평일 점심  시간 웨이팅 맛 실망 스러 움 덜덜 쌀국수 국물 하나 안 따뜻하고 무엇 후 천장 보고 깜짝 진짜 너무 드러워서 음식 다 같은 공포     ,강남구
1209,어거스트힐 강남점,서울 강남구 강남대로106길 25 1층,4.3,후기 처음 집   년  월  일   시 가운데 자리   인 석 새우 토마토 파스타 비프 버터 라이스 먹음   시   분 경 결제 함 파스타 비프 토마토 알 아무런 안내 없어서 줄 계산 때 새우 없었냐 직원 실수 비프 로제 원하시면 지금 다시 함 잘 못 거 알 있었고 우리 건 로제 아니라 명백히 토마토 다 새우 없던 뭐던 사과 끝 계산 원하시면 다시 것 말 안됨 사람 가지 노 것 아니고 최소한 잘 못 안내 하 거나 나중 사과 한마디 게 생각 직원 들 생각 아닌 점 장이 직원 교육 못 그냥 서비스 그런 건 도저히 이해 안되는 시스템 반성 최대한 발악 끝 망해 좋겠다 아 그리고 음식 맛 좋았음 맛있게 기분 너무 나빳음  음 전반 적 음식 너 무 평범한데 가격 비싼 그렇다고 인테리어 분위기 또 음청 좋은 것 도아 고요 시올 꺼 같진  날씨 무심코 첫 끼임 불구 도저히 입 못 만약 다이어트 방문 추천 저절로 입맛 뚝 수 있다 도저히 수 없어서 ,강남구
1210,압구정공주떡,서울 강남구 논현로161길 10 1층,4,비싸고 맛있는 흑임자 인절미      사실 여러가지 맛 못 흑임자 떡 진짜 진짜진짜 닷 직원 들 친절하고 신속하게 구매 가능한 곳 ,강남구
1211,농민백암순대 본점,서울 강남구 선릉로86길 40-4 알앤지타운 1층,4.3,순 대국 중 단연 최고 아쉬운 점 주차 안됨  개인 적 돼지 곱창 비계 이런 거 안 좋아해서 그런거 순 대국 못 여기 순 대국 좋아합니다 안 건더기 깔끔하고 국물 비린내 없이 진한 맛 계속 국물 저 깔끔한 고기 맛 순 대국 좋아하시는 분 들 추천 재 방문 의사 있음     ,강남구
1212,땀땀,서울 강남구 강남대로98길 12-5,3.5,매운 곱창 쌀국수 진짜 좋아하는데 그냥 그랬어요 일단 곱창 너무 먹기 조금 힘들었습니다   갈비 튀김 진짜 너무 달 코코넛 쉬 림프 크리스 피롤 진짜 맛있었어요  오픈 시간 쯤 웨이 팅 거의 없이 곱창 쌀국수 제 입 너무 맛있었어요 웨이팅 있다면 택할 것 같진 좁고 빠르게 야하는 그런 식당 굳이  그냥 저 괜찮게 ,강남구
1213,울프강스테이크하우스,서울 강남구 선릉로152길 21 영인빌딩 1층,3.5,중요한 가족 식사 기념일 기분 내기 분위기 좋습니다 스테이크 맛 명성 대단하진 음 맛있네   정도 입니다 서비스 나중 딱히 좋지도 나쁘지도 에피타이저 사이드 등등 괜찮았습니다 재 방문 의사 같은 가격 이 라면 다른 곳      스테이크 본토 맛집  이번 응대 진짜 최악 입니다전 민 서버 분 때문 식사 다 망치   시 에 방문 디너 타임 사람 북적 한산한 원래 메뉴 식사 속도 다음 코스 진행 코스 대기 시간 꽤 길었어요 오히려 디너 때 더 빨리 메뉴 느낌 가만 보 접시 다 다음 메뉴 준비 등 응대 매우 언제 정리 해도 괜히 재촉 실례 것 같아 가만히 뒤 다른 남 직원 가위바위보 있더이다    스테이크 응대 때 테이블 집중 줄 응대 마지막 티라미수 커피 다 안 아닌 아예 누락 있네요 결국 계산 테이크아웃     옆 테이블 한참 디저트 말 안되는 변명 이 가요 미성년 자 알바 이 거 응대 출중할 듯 ,강남구
1214,농민백암왕순대,서울 강남구 역삼로3길 20-4,4.6,    정말 맛있어요 수육 건더기 없는 국물 둘이서 수육 국밥 그릇   인분 족 히 텐데 등산 직후 싹 다 고기 순대 부드럽고 알차요 다음 소주 일 병     ,강남구
1215,몽중헌 청담점,서울 강남구 도산대로 445 엠빌딩 지하1층,3.9,자로 한 보수 적 맛 맛 서비스 인테리어 대접 좋은 곳  맛 있었지만 서비스 최악 입니다 직원 들 모두 바쁜지 제 시야 보이지 어향가 새우 거의     분 이 것 같습니다 그래도 마라소 롱포 하교 어향가 새우 우육 탕 짬뽕 모두 맛있었지만     ,강남구
1216,구구당,서울 강남구 강남대로102길 35,3.6,때 사람 엄청 많은데 너무 맛있어서 포기 못  솔직히 평점     정도 강남 물가 생각 미친 가격 아니고 맛 괜춘 강남 약속 있으면 종종 감  일단 홍콩 식 큐브 스테이크 매우 매우 맛있음 혹시 강력 추천 홍콩 식 파스타 치킨 차오미엔 그렇게 존맛 아님 근데 여기 왜 젓가락 안주 포크     홍콩 다 젓가락 디 그 와중 청경채 이런 걸 것 아니라서 먹기 힘들고 설거지 때문 건가 암튼 포크 퍼먹어 그런지 소화도 안되는 기분 ,강남구
1217,새벽집 청담점,서울 강남구 도산대로101길 6,3.3,정말 맛있었던      주 차선 주차 해도 차 야한다며 발렛비 이상한 식당 주 차비 또 별도 아침 시간 주차장 널널 도무지 이해 안감 안감     ,강남구
1218,호족반 청담,서울 강남구 언주로164길 39 1층,3.7,압구정 가격 많이 비싸지 좋고 음식 그냥 평범해요 웨이 팅 맛 절때 아님  감자전 메밀국수 평범하고    갈비 수비드 잘못 고기 냄새  시간 가까이 실망했어요 그나마 제일 김밥 재 방문 의사 없습니다  감자전 기억 웨이팅 너무 심한게 단점  시간 이상   ,강남구
1219,마일스톤커피,서울 강남구 논현로159길 49 1층,4.3,    플랫 화이트 무난 아메리카노 산미 생각 있는 편 드저트 맛집 주말 웨이 팅 필수 사람 많아서 북적 거리 카페  가로수길 터 줏대 감 ,강남구
1220,알베르,서울 강남구 강남대로102길 34,3,카페 커서 좋아요         ,강남구
1221,블루보틀 역삼 카페,서울 강남구 테헤란로 129 강남N타워 1층,3.5,좋아용  초코 호떡 맛있어요  성 블루 보틀 평일 낮 애도 직장인 들 북적 북적 ,강남구
1222,강강술래 역삼점,서울 강남구 논현로 325 1층,3.5,장점 고기랑 반찬 물 냉이 맛있다 단점 항상 직원 분들 바빠 보이 정신 없어요  매 장주 님 반드시 직원 교육 관리 음식 늘 좋습니다 갈비 가격 있지만 다른 갈비 집 비 선 고 퀄 생각 그러나 직원 들 심지어 발렛하 외주 직원 마저 원 수진 사람 행동 음식 이렇게 좋다면 어지간하면   점 만점 도저히 응대 태도 반영 안 없네요  최미화 서빙 분 왜 이렇게 불친절한가요 ,강남구
1223,바비레드 강남본점,서울 강남구 봉은사로6길 39 지하 1층,4.4,파스타 진짜 끔찍한 맛 떡볶이 라면 아무튼 이도 저 아닌 혼종맛 평점 보고 리뷰 확인 못 알바  파스타 라면 스프 맛 나요 파스타 좀 맛 없음     ,강남구
1224,부타이 1막,서울 강남구 테헤란로88길 22 지하 1층,3.8,마제 소바 가츠산도 계속 맛 생각 넓고 사람 많음  등심 돈가스 수준 중하 질 기고 맛 자체 무 존재 끝단 비계 뭔 지 위 상술 안심 그 나 마 부드럽고 모리아 세 카츠 밥 안 밥 밥 수준 그나마 샐러드 인심 좋은 편 결론 이정 널리 널리 널렸음그  분 정도 다행 때 지하 계단 바깥 줄 는걸 헛웃음 블로거 작업 잘 요즘 애 새끼 들 음식 식감 맛 사진 겜 성 이해 불가 재방 의사   해도 방문 의사   아 카레 이 젤로 돈 아까운 매 뉴임 애 들 잔뜩 줄 거르는 답 집  먹킷 평일  시 에가서 웨이 팅 없이 쾌적하고 넓어서 혼밥 좋아요 마제 소바 항정살 추가 진짜 미치게 맛있었어요 기 본 맛 초 매워요 밥 꼬옥 새우 튀김 깨끗하고 바삭 맛있었어요   양도 많았습니다 ,강남구
1225,보노보노플러스 삼성점,서울 강남구 테헤란로 508 해성2빌딩 지하 1층,3.9,주차 관련 불친절 사례 및 환불 팁 공유     일 저녁식사 마치  시 퇴장 시간 바쁘게 직원 들 주차장 요금 차단기 금액       원 주차 셀프 등록 깜박 한 것 차단기 호출 벨 통화 하니 방법 없으니 일단 요금 계산 보노보노 삼 성 점 이야기 하라 안내 계산 후 차 다음 부페 안내 데스크 내 실수 셀프 주차 등록 이야기 주차 요금 조치 취 하자 인지 검은 양복 직원 고객 님 실수 우리 어떻게 방법 없다며 완강 히 거절 내 고의 그런게 아니고 불과  분 전에 식사 주차 요금 처리 안되느냐고 몇 차례 제 실수 주장 요지 부동 그래서 직원 가만히 있으니 그 제  시간   분 에 해당 요금       원 을 현금 셀프 주차 등록 방법 있는데 마치 방법 없는 것 주장 이 고객 포기 방법 옳지 아무리 데스크 안 내 게시 고객 주차 등록 안내 이런 일 없는건데 말 이 여려 면 보노보노 불친절 개선      지난 토요일     년   월   일 주말 저녁 타임 가격 터 무니 없이 비싼데다 가지 수 및 종류 들 형편 없습니다 상대 적 보나 비교 적 쿠우 쿠우 뷔페 훨씬 못 너무나 실망 별 한개 도 솔직히 아깝습니다 가지 ,강남구
1226,리북집 논현직영점,서울 강남구 학동로2길 45 1층,3.8,막국수 족발 싸 심심하다 매운 족발 극락         ,강남구
1227,돝고기506,서울 강남구 역삼로17길 53 서연빌딩 2 3층,3.3,불이 너무 뜨거워서 고기가 빨리 읽는데 항정살과 늑간살 특수 부위는 안구워주는 고기라고 합니다.  참고하세요.  고기 못 굽는 편이라 고기 뜨거운데 고기 뒤집느라고 고기 구울 때 제대로 먹지 못하고 연기도 힘들었어요. 장소는 널직하고 좋습니다. 하지만 홀 보다는 미리 예약해서 룸 같은 데 잡으면 좋을 것 같고 고기도 비싼데 불도 뜨거워서 빨리 읽으니 고기를 구워주지 않으면 저는 안갈 것 같아요.  고기 신경쓰느라고 먹기 힘들었어요.  그래도 직원들은 친절했고 트러플 비빔밥은 맛있고 고기 질도 괜찮아요. 나중에 말씀드리니 남아있는 늑간살은 종업원님이구워주었어요. 그러니까 맛없던 고기가 맛있어졌습니다,강남구
1228,정식당,서울 강남구 선릉로158길 11,4.3,맛 서비스 다 평범했고 세상 제일 비싼 김밥 옴    재 방문 글쎄  메인 너무 별로 눈데 냄새 하니 작은 기프트 푸드 땡 다시 만 해 아닌지 저만 그렇게 아니고 같이 가신 분 냄새    손님 모시 대접 너무 민망했어요        ,강남구
1229,수담한정식,서울 강남구 봉은사로 418,3.5,기본 종류 양 엄청 많아요  가성 비 괜찮습니다     ,강남구
1230,일일향 압구정1호점,서울 강남구 논현로168길 30,2.8,    오늘 점심  만  천 짜리 다정다감 코스 꽤 오래전 방문 가족 모두 맛 양 대 만족 가장 괜찮은 중식 코스 맛집 기억 정도 요 그런데 그때 일 일향 없네요 성인 여자 기준 약간 배부른 정도 동 행남자기 준 배 코스 중 탕수육 큼직하긴 하지만 달랑 세 개 가성 비 너무나 식사 평범하지만 요리 부가 강한 코스 요리 맛집 생각 지난번 아웃백 때 돈 더 만족도 많이 낮네요     ,강남구
1231,도산분식 압구정점,서울 강남구 도산대로49길 10-6 젤로빌딩 1층,3.1,육회 김밥 생각 떡볶이 기대 이상 너무 맛있었어요 평일  시 근처 가면 웨이 팅 없이 수 있어용         ,강남구
1232,창고43 강남점,서울 강남구 강남대로 362 대륭강남타워 지하1층,3.3,강남역 근처 소고기 집 중 여기 최고  이 가격 고기 맛 없으면 장사 고 기 맛 비 싼값 함 장사 진짜 점심 정도 하지만 누구 접대 하 거나 분위기 위 한 거 사람 많은 만큼 직원 들 많아야 응대 안 자기 들 끼리 소통 안 돈 두 푼 아닌데 이런 서비스    고기 등심 약간 비린 부분 있음 새우 살 맛있음 된장 말 괜찮은데 깍두기 볶음밥 쓰레기 고기 좀 더 맛있을 듯 그리고 반찬 이 수준 뭔가 조화 없고 맛 그저 그럼 고기 고기 더 참고 몇몇 메뉴 금방 품절 미리 야함  비싸지만 맛있음 분위기 면 일산 점 훨씬 훌륭한데 맛 일산 조금 더 좋았음 ,강남구
1233,대우부대찌개,서울 강남구 테헤란로25길 34 1층,3.8,  년 있는 곳 미나리 부대찌개 대표 메뉴  웨이팅 맛 같아요  아  만원 짜리 부대찌개 우리 집앞  천원 짜리 신가 부대찌개 맛없음    음 왜 왜 인기 많은거지      나 별 점도 후 편이 안 다 잘 좀 기억 별로 사장 님 정말 친절하시고 바쁜데도 상냥하시고 테이블 회전 율도 정말 빨 좋은데 메인 메뉴 너무 내 입맛 안 미나리 많이 텁텁 고추장 찌개 느낌 절반 그냥 간간이 네모 소고기 작게 왜 물 한우 인지도 모름 걍 소세지 싸구려 맛 ,강남구
1234,강남진해장,서울 강남구 테헤란로5길 11,3.1,중앙 해장 조금 다르지만 그래도 맛있음 하지만 서비스 많이 차이 아니지만 오묘하게 불친절함 또 출입구 쪽 웨이 팅 라인 바로 옆 테이블 들 있어서 거기  소주 및 맥주     원  음식 맛있었는데 손님 식사 중 갑자기 아무 말 없이 컵 들 저쪽 달라 얼굴 무슨 경우 멀어서 좀 달라 말 못 하나요 한국어 못 직원 쓰시 ,강남구
1235,신동궁감자탕뼈숯불구이 선릉직영점,서울 강남구 선릉로86길 39,3.4,  분명 대기   번   팀    당 연 뒤 남   화장실 공용   칸 테이블 몇개 조금 더있으면 눈치 화장실 때문 못   리필 머 반찬 더 달라 고하 직원 분들 눈치 투덜투덜 오래 안  뼈 숯불 구이 볶음밥 개인 적 맛있게 동행인 너무 맵 가격 대비 만족도 썩 높진 모양 굳이 웨이팅 또  자주 이용 맛집    소주 한잔 하기는 더 좋 음 ,강남구
1236,프리모바치오바치 강남점,서울 강남구 강남대로 416 2층,4,강남 가격 괜찮아요 음료수 리필 가능해요  솔직히 강남 이 정도 양 이 정도 양 친절 있을까 사진 없는데  천원 짜 감자 스프 존맛 그리고 다 샤베트 후식 줌  매니저 시 던데 메뉴 그거 가지 직원 들 뒷 담 하 그거 기분 상해 요청 사항 양파 빼 달라 거도 거 같다하니 더 맛있어서 그랬다하구요 영수증 다시 서비스 다른 리뷰 알 다 샤베트 ,강남구
1237,능라도 강남점,서울 강남구 삼성로 534,3.8,    냉면 우 움 념념굿  진짜 징 맛있 어복 쟁반 원 탑 어복 쟁반 냉면 만두 녹두 전 육회 다 다 맛있어요    이 거 열심히 돈 벌거에요 우 옥 맛있습니다     ,강남구
1238,어글리스토브 강남역점,서울 강남구 강남대로98길 20 1층,3.4,맛 막 없지도 맛있지도 그 저 그런 맛 다만 이 걸 이 돈 새우 고기 등 재료 좋은 거 장점 못   플래터 묽은 소스 달랑 하나 또띠아 고기 채소 다 다른 플레이 트 먹기 불편함 연어 스테이크 알료 올 료 연어 비린내가 남 빵 바삭 괜찮았음 면도 좀 꼬돌 편 음료 마냥 자극 적 단 맛 아니지만 그냥 그렇고  카카오 별 점 낚였다 왜   점 대 가격 대비 가성 비 정말 별로 입니다 분위기 식기 음식 서비스 등 놀이 공원 안 있는 옛날 패밀리 레스토랑     아웃백 걸 생각   ,강남구
1239,테라로사 포스코센터점,서울 강남구 테헤란로 440 포스코센터 1층,3.9,커피 비싸도 공간 값어치      커피 맛있어요 커피 비싸요     원 에 두 입하 없어요 매장 넓어요 사람 적진 조용해요 해 예쁘게 공부 좋아요 ,강남구
1240,장인닭갈비 강남점,서울 강남구 테헤란로1길 19 지하1층,3.1,가게 자체 정신 없고 시끄럽고 직원 분들 많이 안 계셔서 그런지 벨 여러 번 못 오시 것 같아요 주문   분 정도 닭갈비 그렇게 먹음 직 스러워 보이지 볶음밥 맛있어서   점 뼈 없는 닭갈비  개 정신 없고 직원 매우 불친절함 다시 것 같음 안내 직원 이리 저리 가라 명령 조로 지시 함 조교 출신 듯     ,강남구
1241,갓덴스시 강남점,서울 강남구 테헤란로 109 강남제일빌딩 1층,4.1,조아여  직원 분들 딱 적당히 친절합니다 너무 좋아요 고 기류 생선 류 초밥 훌륭하고 사이드 안주 후기 안 강남 유일 맛집 요 강 추합니다  필요 없어요 맛있습니다 ,강남구
