name,datetime,min,max
경복궁·서촌마을,2023-02-10 16:40,10000,12000
광화문·덕수궁,2023-02-10 16:40,30000,32000
남산공원,2023-02-10 16:40,14000,16000
잠실한강공원,2023-02-10 16:40,3500,4000
월드컵공원,2023-02-10 16:40,5000,5500
반포한강공원,2023-02-10 16:40,3000,3500
잠실종합운동장,2023-02-10 16:40,3500,4000
뚝섬한강공원,2023-02-10 16:40,3000,3500
북서울꿈의숲,2023-02-10 16:40,3000,3500
망원한강공원,2023-02-10 16:40,1000,1500
이태원 관광특구,2023-02-10 16:40,10000,12000
강남 MICE 관광특구,2023-02-10 16:40,24000,26000
종로·청계 관광특구,2023-02-10 16:40,34000,36000
동대문 관광특구,2023-02-10 16:40,22000,24000
잠실 관광특구,2023-02-10 16:40,58000,60000
홍대 관광특구,2023-02-10 16:40,66000,68000
북촌한옥마을,2023-02-10 16:40,1000,1500
여의도,2023-02-10 16:40,125000,130000
명동 관광특구,2023-02-10 16:40,64000,66000
성수카페거리,2023-02-10 16:40,12000,14000
DMC(디지털미디어시티),2023-02-10 16:40,24000,26000
가로수길,2023-02-10 16:40,32000,34000
압구정로데오거리,2023-02-10 16:40,26000,28000
인사동·익선동,2023-02-10 16:40,24000,26000
창동 신경제 중심지,2023-02-10 16:40,32000,34000
쌍문동 맛집거리,2023-02-10 16:40,3500,4000
노량진,2023-02-10 16:40,14000,16000
영등포 타임스퀘어,2023-02-10 16:40,20000,22000
수유리 먹자골목,2023-02-10 16:40,12000,14000
낙산공원·이화마을,2023-02-10 16:40,200,300
구로디지털단지역,2023-02-10 16:40,32000,34000
선릉역,2023-02-10 16:40,54000,56000
역삼역,2023-02-10 16:40,34000,36000
가산디지털단지역,2023-02-10 16:40,40000,42000
서울역,2023-02-10 16:40,20000,22000
고속터미널역,2023-02-10 16:40,18000,20000
강남역,2023-02-10 16:40,74000,76000
교대역,2023-02-10 16:40,16000,18000
용산역,2023-02-10 16:40,18000,20000
연신내역,2023-02-10 16:40,7500,8000
왕십리역,2023-02-10 16:40,10000,12000
신림역,2023-02-10 16:40,12000,14000
신도림역,2023-02-10 16:40,5500,6000
신촌·이대역,2023-02-10 16:40,22000,24000
건대입구역,2023-02-10 16:40,18000,20000
국립중앙박물관·용산가족공원,2023-02-10 17:25,1000,1500
서울숲공원,2023-02-10 17:25,12000,14000
창덕궁·종묘,2023-02-10 17:25,14000,16000
서울대공원,2023-02-10 17:25,1500,2000
이촌한강공원,2023-02-10 17:25,3500,4000
경복궁·서촌마을,2023-02-10 17:25,10000,12000
잠실한강공원,2023-02-10 17:25,3500,4000
남산공원,2023-02-10 17:25,14000,16000
월드컵공원,2023-02-10 17:25,4500,5000
광화문·덕수궁,2023-02-10 17:25,30000,32000
반포한강공원,2023-02-10 17:25,2500,3000
잠실종합운동장,2023-02-10 17:25,3500,4000
뚝섬한강공원,2023-02-10 17:25,3000,3500
망원한강공원,2023-02-10 17:25,1000,1500
이태원 관광특구,2023-02-10 17:25,10000,12000
북서울꿈의숲,2023-02-10 17:25,3000,3500
강남 MICE 관광특구,2023-02-10 17:25,22000,24000
동대문 관광특구,2023-02-10 17:25,22000,24000
잠실 관광특구,2023-02-10 17:25,60000,62000
종로·청계 관광특구,2023-02-10 17:25,34000,36000
홍대 관광특구,2023-02-10 17:25,68000,70000
북촌한옥마을,2023-02-10 17:25,900,1000
성수카페거리,2023-02-10 17:25,12000,14000
DMC(디지털미디어시티),2023-02-10 17:25,24000,26000
명동 관광특구,2023-02-10 17:25,60000,62000
여의도,2023-02-10 17:25,115000,120000
가로수길,2023-02-10 17:25,32000,34000
압구정로데오거리,2023-02-10 17:25,28000,30000
인사동·익선동,2023-02-10 17:25,24000,26000
창동 신경제 중심지,2023-02-10 17:25,30000,32000
노량진,2023-02-10 17:25,16000,18000
쌍문동 맛집거리,2023-02-10 17:25,3500,4000
영등포 타임스퀘어,2023-02-10 17:25,20000,22000
낙산공원·이화마을,2023-02-10 17:25,100,200
수유리 먹자골목,2023-02-10 17:25,12000,14000
구로디지털단지역,2023-02-10 17:25,32000,34000
선릉역,2023-02-10 17:25,54000,56000
역삼역,2023-02-10 17:25,34000,36000
고속터미널역,2023-02-10 17:25,20000,22000
가산디지털단지역,2023-02-10 17:25,40000,42000
서울역,2023-02-10 17:25,18000,20000
교대역,2023-02-10 17:25,16000,18000
강남역,2023-02-10 17:25,78000,80000
용산역,2023-02-10 17:25,18000,20000
왕십리역,2023-02-10 17:25,12000,14000
연신내역,2023-02-10 17:25,7500,8000
신림역,2023-02-10 17:25,14000,16000
건대입구역,2023-02-10 17:25,20000,22000
신도림역,2023-02-10 17:25,7000,7500
신촌·이대역,2023-02-10 17:25,24000,26000
국립중앙박물관·용산가족공원,2023-02-10 17:40,800,900
서울숲공원,2023-02-10 17:40,12000,14000
창덕궁·종묘,2023-02-10 17:40,14000,16000
서울대공원,2023-02-10 17:40,1500,2000
이촌한강공원,2023-02-10 17:40,3500,4000
경복궁·서촌마을,2023-02-10 17:40,10000,12000
남산공원,2023-02-10 17:40,14000,16000
월드컵공원,2023-02-10 17:40,4500,5000
잠실한강공원,2023-02-10 17:40,3500,4000
광화문·덕수궁,2023-02-10 17:40,30000,32000
반포한강공원,2023-02-10 17:40,2500,3000
잠실종합운동장,2023-02-10 17:40,3500,4000
뚝섬한강공원,2023-02-10 17:40,2500,3000
북서울꿈의숲,2023-02-10 17:40,3000,3500
망원한강공원,2023-02-10 17:40,1000,1500
이태원 관광특구,2023-02-10 17:40,10000,12000
강남 MICE 관광특구,2023-02-10 17:40,22000,24000
종로·청계 관광특구,2023-02-10 17:40,34000,36000
동대문 관광특구,2023-02-10 17:40,22000,24000
잠실 관광특구,2023-02-10 17:40,60000,62000
북촌한옥마을,2023-02-10 17:40,1000,1500
홍대 관광특구,2023-02-10 17:40,70000,72000
여의도,2023-02-10 17:40,115000,120000
성수카페거리,2023-02-10 17:40,12000,14000
명동 관광특구,2023-02-10 17:40,60000,62000
DMC(디지털미디어시티),2023-02-10 17:40,24000,26000
가로수길,2023-02-10 17:40,32000,34000
압구정로데오거리,2023-02-10 17:40,26000,28000
인사동·익선동,2023-02-10 17:40,22000,24000
쌍문동 맛집거리,2023-02-10 17:40,3500,4000
노량진,2023-02-10 17:40,16000,18000
창동 신경제 중심지,2023-02-10 17:40,32000,34000
수유리 먹자골목,2023-02-10 17:40,12000,14000
낙산공원·이화마을,2023-02-10 17:40,200,300
영등포 타임스퀘어,2023-02-10 17:40,20000,22000
선릉역,2023-02-10 17:40,54000,56000
구로디지털단지역,2023-02-10 17:40,30000,32000
역삼역,2023-02-10 17:40,32000,34000
가산디지털단지역,2023-02-10 17:40,40000,42000
서울역,2023-02-10 17:40,18000,20000
고속터미널역,2023-02-10 17:40,20000,22000
강남역,2023-02-10 17:40,80000,82000
용산역,2023-02-10 17:40,20000,22000
교대역,2023-02-10 17:40,16000,18000
연신내역,2023-02-10 17:40,8000,8500
신림역,2023-02-10 17:40,14000,16000
왕십리역,2023-02-10 17:40,10000,12000
신촌·이대역,2023-02-10 17:40,24000,26000
신도림역,2023-02-10 17:40,8000,8500
건대입구역,2023-02-10 17:40,22000,24000
국립중앙박물관·용산가족공원,2023-02-10 18:25,700,800
서울숲공원,2023-02-10 18:25,10000,12000
서울대공원,2023-02-10 18:25,1500,2000
창덕궁·종묘,2023-02-10 18:25,12000,14000
이촌한강공원,2023-02-10 18:25,4000,4500
월드컵공원,2023-02-10 18:25,4000,4500
잠실한강공원,2023-02-10 18:25,3500,4000
경복궁·서촌마을,2023-02-10 18:25,10000,12000
광화문·덕수궁,2023-02-10 18:25,30000,32000
남산공원,2023-02-10 18:25,12000,14000
반포한강공원,2023-02-10 18:25,3000,3500
잠실종합운동장,2023-02-10 18:25,3500,4000
뚝섬한강공원,2023-02-10 18:25,3000,3500
망원한강공원,2023-02-10 18:25,1000,1500
이태원 관광특구,2023-02-10 18:25,10000,12000
북서울꿈의숲,2023-02-10 18:25,3000,3500
강남 MICE 관광특구,2023-02-10 18:25,18000,20000
종로·청계 관광특구,2023-02-10 18:25,36000,38000
동대문 관광특구,2023-02-10 18:25,22000,24000
잠실 관광특구,2023-02-10 18:25,60000,62000
홍대 관광특구,2023-02-10 18:25,76000,78000
북촌한옥마을,2023-02-10 18:25,900,1000
여의도,2023-02-10 18:25,94000,96000
성수카페거리,2023-02-10 18:25,14000,16000
명동 관광특구,2023-02-10 18:25,56000,58000
가로수길,2023-02-10 18:25,32000,34000
DMC(디지털미디어시티),2023-02-10 18:25,24000,26000
압구정로데오거리,2023-02-10 18:25,26000,28000
쌍문동 맛집거리,2023-02-10 18:25,4500,5000
인사동·익선동,2023-02-10 18:25,24000,26000
노량진,2023-02-10 18:25,20000,22000
창동 신경제 중심지,2023-02-10 18:25,32000,34000
수유리 먹자골목,2023-02-10 18:25,14000,16000
영등포 타임스퀘어,2023-02-10 18:25,22000,24000
낙산공원·이화마을,2023-02-10 18:25,200,300
구로디지털단지역,2023-02-10 18:25,26000,28000
역삼역,2023-02-10 18:25,30000,32000
선릉역,2023-02-10 18:25,52000,54000
가산디지털단지역,2023-02-10 18:25,40000,42000
서울역,2023-02-10 18:25,14000,16000
고속터미널역,2023-02-10 18:25,22000,24000
교대역,2023-02-10 18:25,18000,20000
강남역,2023-02-10 18:25,88000,90000
연신내역,2023-02-10 18:25,9500,10000
용산역,2023-02-10 18:25,20000,22000
왕십리역,2023-02-10 18:25,14000,16000
신림역,2023-02-10 18:25,16000,18000
신도림역,2023-02-10 18:25,9500,10000
건대입구역,2023-02-10 18:25,26000,28000
신촌·이대역,2023-02-10 18:25,28000,30000
국립중앙박물관·용산가족공원,2023-02-10 18:40,700,800
서울숲공원,2023-02-10 18:40,10000,12000
창덕궁·종묘,2023-02-10 18:40,10000,12000
서울대공원,2023-02-10 18:40,1500,2000
이촌한강공원,2023-02-10 18:40,4000,4500
경복궁·서촌마을,2023-02-10 18:40,9500,10000
남산공원,2023-02-10 18:40,12000,14000
월드컵공원,2023-02-10 18:40,4000,4500
잠실한강공원,2023-02-10 18:40,3000,3500
반포한강공원,2023-02-10 18:40,2000,2500
광화문·덕수궁,2023-02-10 18:40,24000,26000
뚝섬한강공원,2023-02-10 18:40,2500,3000
잠실종합운동장,2023-02-10 18:40,3000,3500
북서울꿈의숲,2023-02-10 18:40,2500,3000
망원한강공원,2023-02-10 18:40,1000,1500
이태원 관광특구,2023-02-10 18:40,9500,10000
강남 MICE 관광특구,2023-02-10 18:40,14000,16000
잠실 관광특구,2023-02-10 18:40,54000,56000
동대문 관광특구,2023-02-10 18:40,20000,22000
종로·청계 관광특구,2023-02-10 18:40,30000,32000
홍대 관광특구,2023-02-10 18:40,72000,74000
북촌한옥마을,2023-02-10 18:40,800,900
여의도,2023-02-10 18:40,76000,78000
성수카페거리,2023-02-10 18:40,12000,14000
명동 관광특구,2023-02-10 18:40,48000,50000
DMC(디지털미디어시티),2023-02-10 18:40,18000,20000
가로수길,2023-02-10 18:40,30000,32000
압구정로데오거리,2023-02-10 18:40,24000,26000
쌍문동 맛집거리,2023-02-10 18:40,4000,4500
노량진,2023-02-10 18:40,18000,20000
인사동·익선동,2023-02-10 18:40,20000,22000
창동 신경제 중심지,2023-02-10 18:40,30000,32000
영등포 타임스퀘어,2023-02-10 18:40,20000,22000
수유리 먹자골목,2023-02-10 18:40,12000,14000
낙산공원·이화마을,2023-02-10 18:40,100,200
구로디지털단지역,2023-02-10 18:40,22000,24000
선릉역,2023-02-10 18:40,42000,44000
서울역,2023-02-10 18:40,12000,14000
역삼역,2023-02-10 18:40,26000,28000
고속터미널역,2023-02-10 18:40,18000,20000
교대역,2023-02-10 18:40,16000,18000
가산디지털단지역,2023-02-10 18:40,30000,32000
용산역,2023-02-10 18:40,18000,20000
강남역,2023-02-10 18:40,82000,84000
연신내역,2023-02-10 18:40,8000,8500
왕십리역,2023-02-10 18:40,12000,14000
신림역,2023-02-10 18:40,16000,18000
신도림역,2023-02-10 18:40,9500,10000
건대입구역,2023-02-10 18:40,24000,26000
신촌·이대역,2023-02-10 18:40,26000,28000
국립중앙박물관·용산가족공원,2023-02-10 19:25,600,700
서울숲공원,2023-02-10 19:25,10000,12000
창덕궁·종묘,2023-02-10 19:25,9000,9500
서울대공원,2023-02-10 19:25,1000,1500
이촌한강공원,2023-02-10 19:25,2500,3000
월드컵공원,2023-02-10 19:25,4000,4500
경복궁·서촌마을,2023-02-10 19:25,9500,10000
잠실한강공원,2023-02-10 19:25,3000,3500
남산공원,2023-02-10 19:25,10000,12000
광화문·덕수궁,2023-02-10 19:25,18000,20000
반포한강공원,2023-02-10 19:25,2000,2500
잠실종합운동장,2023-02-10 19:25,3000,3500
뚝섬한강공원,2023-02-10 19:25,2500,3000
북서울꿈의숲,2023-02-10 19:25,3000,3500
망원한강공원,2023-02-10 19:25,1000,1500
이태원 관광특구,2023-02-10 19:25,10000,12000
강남 MICE 관광특구,2023-02-10 19:25,14000,16000
종로·청계 관광특구,2023-02-10 19:25,28000,30000
잠실 관광특구,2023-02-10 19:25,56000,58000
동대문 관광특구,2023-02-10 19:25,18000,20000
여의도,2023-02-10 19:25,68000,70000
홍대 관광특구,2023-02-10 19:25,80000,82000
북촌한옥마을,2023-02-10 19:25,800,900
명동 관광특구,2023-02-10 19:25,42000,44000
성수카페거리,2023-02-10 19:25,10000,12000
DMC(디지털미디어시티),2023-02-10 19:25,16000,18000
가로수길,2023-02-10 19:25,30000,32000
인사동·익선동,2023-02-10 19:25,20000,22000
압구정로데오거리,2023-02-10 19:25,24000,26000
쌍문동 맛집거리,2023-02-10 19:25,4000,4500
노량진,2023-02-10 19:25,16000,18000
수유리 먹자골목,2023-02-10 19:25,14000,16000
영등포 타임스퀘어,2023-02-10 19:25,20000,22000
낙산공원·이화마을,2023-02-10 19:25,200,300
창동 신경제 중심지,2023-02-10 19:25,34000,36000
구로디지털단지역,2023-02-10 19:25,18000,20000
선릉역,2023-02-10 19:25,38000,40000
역삼역,2023-02-10 19:25,22000,24000
가산디지털단지역,2023-02-10 19:25,22000,24000
서울역,2023-02-10 19:25,10000,12000
고속터미널역,2023-02-10 19:25,18000,20000
강남역,2023-02-10 19:25,82000,84000
교대역,2023-02-10 19:25,14000,16000
용산역,2023-02-10 19:25,14000,16000
연신내역,2023-02-10 19:25,9000,9500
왕십리역,2023-02-10 19:25,14000,16000
신림역,2023-02-10 19:25,18000,20000
신도림역,2023-02-10 19:25,9000,9500
신촌·이대역,2023-02-10 19:25,28000,30000
건대입구역,2023-02-10 19:25,28000,30000
국립중앙박물관·용산가족공원,2023-02-10 19:40,600,700
서울숲공원,2023-02-10 19:40,9500,10000
서울대공원,2023-02-10 19:40,1000,1500
창덕궁·종묘,2023-02-10 19:40,9000,9500
이촌한강공원,2023-02-10 19:40,3000,3500
경복궁·서촌마을,2023-02-10 19:40,9500,10000
월드컵공원,2023-02-10 19:40,4000,4500
남산공원,2023-02-10 19:40,10000,12000
잠실한강공원,2023-02-10 19:40,3000,3500
광화문·덕수궁,2023-02-10 19:40,18000,20000
반포한강공원,2023-02-10 19:40,2000,2500
뚝섬한강공원,2023-02-10 19:40,2500,3000
잠실종합운동장,2023-02-10 19:40,3000,3500
북서울꿈의숲,2023-02-10 19:40,3000,3500
망원한강공원,2023-02-10 19:40,1000,1500
이태원 관광특구,2023-02-10 19:40,10000,12000
강남 MICE 관광특구,2023-02-10 19:40,12000,14000
동대문 관광특구,2023-02-10 19:40,16000,18000
종로·청계 관광특구,2023-02-10 19:40,26000,28000
잠실 관광특구,2023-02-10 19:40,56000,58000
홍대 관광특구,2023-02-10 19:40,76000,78000
북촌한옥마을,2023-02-10 19:40,700,800
DMC(디지털미디어시티),2023-02-10 19:40,14000,16000
성수카페거리,2023-02-10 19:40,9500,10000
명동 관광특구,2023-02-10 19:40,40000,42000
가로수길,2023-02-10 19:40,30000,32000
여의도,2023-02-10 19:40,64000,66000
압구정로데오거리,2023-02-10 19:40,24000,26000
인사동·익선동,2023-02-10 19:40,20000,22000
쌍문동 맛집거리,2023-02-10 19:40,3500,4000
노량진,2023-02-10 19:40,16000,18000
창동 신경제 중심지,2023-02-10 19:40,32000,34000
영등포 타임스퀘어,2023-02-10 19:40,20000,22000
수유리 먹자골목,2023-02-10 19:40,14000,16000
낙산공원·이화마을,2023-02-10 19:40,200,300
구로디지털단지역,2023-02-10 19:40,18000,20000
선릉역,2023-02-10 19:40,34000,36000
역삼역,2023-02-10 19:40,18000,20000
서울역,2023-02-10 19:40,9500,10000
고속터미널역,2023-02-10 19:40,16000,18000
가산디지털단지역,2023-02-10 19:40,22000,24000
교대역,2023-02-10 19:40,14000,16000
강남역,2023-02-10 19:40,78000,80000
용산역,2023-02-10 19:40,16000,18000
연신내역,2023-02-10 19:40,9000,9500
왕십리역,2023-02-10 19:40,14000,16000
신림역,2023-02-10 19:40,18000,20000
신도림역,2023-02-10 19:40,7500,8000
건대입구역,2023-02-10 19:40,28000,30000
신촌·이대역,2023-02-10 19:40,28000,30000
국립중앙박물관·용산가족공원,2023-02-10 20:25,500,600
서울숲공원,2023-02-10 20:25,9000,9500
창덕궁·종묘,2023-02-10 20:25,8000,8500
서울대공원,2023-02-10 20:25,800,900
이촌한강공원,2023-02-10 20:25,2500,3000
경복궁·서촌마을,2023-02-10 20:25,8500,9000
잠실한강공원,2023-02-10 20:25,3000,3500
월드컵공원,2023-02-10 20:25,3000,3500
남산공원,2023-02-10 20:25,9000,9500
광화문·덕수궁,2023-02-10 20:25,14000,16000
반포한강공원,2023-02-10 20:25,2000,2500
뚝섬한강공원,2023-02-10 20:25,2000,2500
잠실종합운동장,2023-02-10 20:25,3000,3500
망원한강공원,2023-02-10 20:25,1000,1500
이태원 관광특구,2023-02-10 20:25,9500,10000
북서울꿈의숲,2023-02-10 20:25,3500,4000
강남 MICE 관광특구,2023-02-10 20:25,10000,12000
종로·청계 관광특구,2023-02-10 20:25,24000,26000
동대문 관광특구,2023-02-10 20:25,14000,16000
잠실 관광특구,2023-02-10 20:25,48000,50000
홍대 관광특구,2023-02-10 20:25,72000,74000
북촌한옥마을,2023-02-10 20:25,700,800
여의도,2023-02-10 20:25,58000,60000
DMC(디지털미디어시티),2023-02-10 20:25,12000,14000
성수카페거리,2023-02-10 20:25,8000,8500
가로수길,2023-02-10 20:25,26000,28000
명동 관광특구,2023-02-10 20:25,32000,34000
압구정로데오거리,2023-02-10 20:25,22000,24000
인사동·익선동,2023-02-10 20:25,18000,20000
쌍문동 맛집거리,2023-02-10 20:25,3500,4000
창동 신경제 중심지,2023-02-10 20:25,30000,32000
노량진,2023-02-10 20:25,14000,16000
영등포 타임스퀘어,2023-02-10 20:25,18000,20000
수유리 먹자골목,2023-02-10 20:25,14000,16000
낙산공원·이화마을,2023-02-10 20:25,200,300
구로디지털단지역,2023-02-10 20:25,14000,16000
선릉역,2023-02-10 20:25,30000,32000
역삼역,2023-02-10 20:25,16000,18000
가산디지털단지역,2023-02-10 20:25,16000,18000
서울역,2023-02-10 20:25,7000,7500
고속터미널역,2023-02-10 20:25,12000,14000
교대역,2023-02-10 20:25,10000,12000
용산역,2023-02-10 20:25,14000,16000
연신내역,2023-02-10 20:25,8000,8500
강남역,2023-02-10 20:25,72000,74000
왕십리역,2023-02-10 20:25,12000,14000
신림역,2023-02-10 20:25,18000,20000
신도림역,2023-02-10 20:25,5500,6000
건대입구역,2023-02-10 20:25,26000,28000
신촌·이대역,2023-02-10 20:25,24000,26000
국립중앙박물관·용산가족공원,2023-02-10 20:40,500,600
서울숲공원,2023-02-10 20:40,8500,9000
서울대공원,2023-02-10 20:40,700,800
창덕궁·종묘,2023-02-10 20:40,7500,8000
이촌한강공원,2023-02-10 20:40,3000,3500
경복궁·서촌마을,2023-02-10 20:40,8500,9000
잠실한강공원,2023-02-10 20:40,2500,3000
남산공원,2023-02-10 20:40,9000,9500
광화문·덕수궁,2023-02-10 20:40,12000,14000
월드컵공원,2023-02-10 20:40,3000,3500
반포한강공원,2023-02-10 20:40,2000,2500
뚝섬한강공원,2023-02-10 20:40,2000,2500
잠실종합운동장,2023-02-10 20:40,2500,3000
망원한강공원,2023-02-10 20:40,1000,1500
북서울꿈의숲,2023-02-10 20:40,3500,4000
이태원 관광특구,2023-02-10 20:40,9000,9500
강남 MICE 관광특구,2023-02-10 20:40,9500,10000
동대문 관광특구,2023-02-10 20:40,14000,16000
종로·청계 관광특구,2023-02-10 20:40,22000,24000
잠실 관광특구,2023-02-10 20:40,48000,50000
홍대 관광특구,2023-02-10 20:40,72000,74000
북촌한옥마을,2023-02-10 20:40,600,700
여의도,2023-02-10 20:40,56000,58000
성수카페거리,2023-02-10 20:40,8000,8500
명동 관광특구,2023-02-10 20:40,30000,32000
DMC(디지털미디어시티),2023-02-10 20:40,12000,14000
가로수길,2023-02-10 20:40,26000,28000
압구정로데오거리,2023-02-10 20:40,20000,22000
노량진,2023-02-10 20:40,14000,16000
창동 신경제 중심지,2023-02-10 20:40,28000,30000
쌍문동 맛집거리,2023-02-10 20:40,3500,4000
인사동·익선동,2023-02-10 20:40,18000,20000
수유리 먹자골목,2023-02-10 20:40,14000,16000
영등포 타임스퀘어,2023-02-10 20:40,18000,20000
낙산공원·이화마을,2023-02-10 20:40,200,300
구로디지털단지역,2023-02-10 20:40,14000,16000
선릉역,2023-02-10 20:40,28000,30000
역삼역,2023-02-10 20:40,16000,18000
가산디지털단지역,2023-02-10 20:40,14000,16000
서울역,2023-02-10 20:40,6500,7000
고속터미널역,2023-02-10 20:40,12000,14000
교대역,2023-02-10 20:40,10000,12000
강남역,2023-02-10 20:40,70000,72000
연신내역,2023-02-10 20:40,8000,8500
용산역,2023-02-10 20:40,12000,14000
신림역,2023-02-10 20:40,18000,20000
왕십리역,2023-02-10 20:40,12000,14000
신도림역,2023-02-10 20:40,5500,6000
건대입구역,2023-02-10 20:40,26000,28000
신촌·이대역,2023-02-10 20:40,24000,26000
국립중앙박물관·용산가족공원,2023-02-10 21:25,400,500
서울대공원,2023-02-10 21:25,800,900
서울숲공원,2023-02-10 21:25,8000,8500
창덕궁·종묘,2023-02-10 21:25,7000,7500
남산공원,2023-02-10 21:25,8500,9000
경복궁·서촌마을,2023-02-10 21:25,7500,8000
이촌한강공원,2023-02-10 21:25,3000,3500
광화문·덕수궁,2023-02-10 21:25,12000,14000
잠실한강공원,2023-02-10 21:25,2500,3000
월드컵공원,2023-02-10 21:25,3000,3500
뚝섬한강공원,2023-02-10 21:25,2000,2500
잠실종합운동장,2023-02-10 21:25,2500,3000
반포한강공원,2023-02-10 21:25,2000,2500
망원한강공원,2023-02-10 21:25,1000,1500
북서울꿈의숲,2023-02-10 21:25,3500,4000
종로·청계 관광특구,2023-02-10 21:25,20000,22000
이태원 관광특구,2023-02-10 21:25,9000,9500
강남 MICE 관광특구,2023-02-10 21:25,6500,7000
동대문 관광특구,2023-02-10 21:25,14000,16000
잠실 관광특구,2023-02-10 21:25,42000,44000
홍대 관광특구,2023-02-10 21:25,68000,70000
북촌한옥마을,2023-02-10 21:25,600,700
여의도,2023-02-10 21:25,44000,46000
DMC(디지털미디어시티),2023-02-10 21:25,10000,12000
명동 관광특구,2023-02-10 21:25,24000,26000
성수카페거리,2023-02-10 21:25,7000,7500
가로수길,2023-02-10 21:25,22000,24000
압구정로데오거리,2023-02-10 21:25,20000,22000
인사동·익선동,2023-02-10 21:25,16000,18000
쌍문동 맛집거리,2023-02-10 21:25,3000,3500
노량진,2023-02-10 21:25,14000,16000
창동 신경제 중심지,2023-02-10 21:25,28000,30000
영등포 타임스퀘어,2023-02-10 21:25,14000,16000
수유리 먹자골목,2023-02-10 21:25,14000,16000
낙산공원·이화마을,2023-02-10 21:25,200,300
구로디지털단지역,2023-02-10 21:25,12000,14000
선릉역,2023-02-10 21:25,28000,30000
역삼역,2023-02-10 21:25,14000,16000
가산디지털단지역,2023-02-10 21:25,14000,16000
서울역,2023-02-10 21:25,5500,6000
고속터미널역,2023-02-10 21:25,8500,9000
교대역,2023-02-10 21:25,10000,12000
강남역,2023-02-10 21:25,62000,64000
연신내역,2023-02-10 21:25,8000,8500
용산역,2023-02-10 21:25,12000,14000
왕십리역,2023-02-10 21:25,10000,12000
신림역,2023-02-10 21:25,16000,18000
건대입구역,2023-02-10 21:25,24000,26000
신도림역,2023-02-10 21:25,5000,5500
신촌·이대역,2023-02-10 21:25,22000,24000
국립중앙박물관·용산가족공원,2023-02-10 21:40,600,700
서울숲공원,2023-02-10 21:40,7500,8000
서울대공원,2023-02-10 21:40,700,800
창덕궁·종묘,2023-02-10 21:40,6500,7000
이촌한강공원,2023-02-10 21:40,3000,3500
잠실한강공원,2023-02-10 21:40,2500,3000
경복궁·서촌마을,2023-02-10 21:40,7000,7500
월드컵공원,2023-02-10 21:40,3000,3500
남산공원,2023-02-10 21:40,8000,8500
광화문·덕수궁,2023-02-10 21:40,10000,12000
반포한강공원,2023-02-10 21:40,2000,2500
뚝섬한강공원,2023-02-10 21:40,2000,2500
잠실종합운동장,2023-02-10 21:40,2500,3000
북서울꿈의숲,2023-02-10 21:40,3500,4000
망원한강공원,2023-02-10 21:40,1000,1500
이태원 관광특구,2023-02-10 21:40,9000,9500
강남 MICE 관광특구,2023-02-10 21:40,5500,6000
잠실 관광특구,2023-02-10 21:40,38000,40000
종로·청계 관광특구,2023-02-10 21:40,18000,20000
동대문 관광특구,2023-02-10 21:40,12000,14000
홍대 관광특구,2023-02-10 21:40,68000,70000
북촌한옥마을,2023-02-10 21:40,600,700
여의도,2023-02-10 21:40,42000,44000
성수카페거리,2023-02-10 21:40,6000,6500
명동 관광특구,2023-02-10 21:40,22000,24000
DMC(디지털미디어시티),2023-02-10 21:40,10000,12000
가로수길,2023-02-10 21:40,22000,24000
압구정로데오거리,2023-02-10 21:40,18000,20000
쌍문동 맛집거리,2023-02-10 21:40,3000,3500
노량진,2023-02-10 21:40,14000,16000
인사동·익선동,2023-02-10 21:40,14000,16000
창동 신경제 중심지,2023-02-10 21:40,28000,30000
영등포 타임스퀘어,2023-02-10 21:40,14000,16000
수유리 먹자골목,2023-02-10 21:40,14000,16000
낙산공원·이화마을,2023-02-10 21:40,200,300
선릉역,2023-02-10 21:40,26000,28000
구로디지털단지역,2023-02-10 21:40,12000,14000
역삼역,2023-02-10 21:40,12000,14000
서울역,2023-02-10 21:40,5000,5500
가산디지털단지역,2023-02-10 21:40,12000,14000
고속터미널역,2023-02-10 21:40,7500,8000
교대역,2023-02-10 21:40,10000,12000
용산역,2023-02-10 21:40,9000,9500
연신내역,2023-02-10 21:40,8000,8500
강남역,2023-02-10 21:40,60000,62000
신림역,2023-02-10 21:40,16000,18000
왕십리역,2023-02-10 21:40,10000,12000
신촌·이대역,2023-02-10 21:40,22000,24000
신도림역,2023-02-10 21:40,4500,5000
건대입구역,2023-02-10 21:40,24000,26000
국립중앙박물관·용산가족공원,2023-02-10 22:25,500,600
서울숲공원,2023-02-10 22:25,6500,7000
서울대공원,2023-02-10 22:25,700,800
창덕궁·종묘,2023-02-10 22:25,6000,6500
이촌한강공원,2023-02-10 22:25,2500,3000
경복궁·서촌마을,2023-02-10 22:25,6500,7000
남산공원,2023-02-10 22:25,7000,7500
광화문·덕수궁,2023-02-10 22:25,9000,9500
잠실한강공원,2023-02-10 22:25,3000,3500
월드컵공원,2023-02-10 22:25,3000,3500
반포한강공원,2023-02-10 22:25,2000,2500
잠실종합운동장,2023-02-10 22:25,3000,3500
뚝섬한강공원,2023-02-10 22:25,2000,2500
망원한강공원,2023-02-10 22:25,1000,1500
북서울꿈의숲,2023-02-10 22:25,3500,4000
이태원 관광특구,2023-02-10 22:25,8000,8500
강남 MICE 관광특구,2023-02-10 22:25,3500,4000
